"DO NOT EDIT ANY CELL VALUES! - JUST ADD YOUR COMMENTS! (but if you edit, highlight the cell in yellow!)",,,,,,,,,,,,,,,,,,,,https://ieee-cas.org/award/outstanding-paper-awards/outstanding-young-author-award,
award_SA,record_count,award_name,award_link,individual,award_year,awardee_name,awardee_gender,gender_source,affiliation_institution,affiliation_country,affiliation_info_source,awardee_comment1,shared,awardee_profile_shown,awardee_photo_shown,awardee_comment2,awarded_paper_ref,awarded_paper_doi,checked,checker_name,checker_comment
Agricultural and Biological Sciences,6,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2017,Shawn Devlin,M,name,University of Jyväskylä,Finland,article,,no,no,no,,"Devlin, S.P., J. Saarenheimo, J. Syvaranta, and R. I. Jones, 2015, Top consumer abundance influences lake methane efflux, Nature Communications, 6, 8787:1-7, doi:10.1038/ncomms9787",10.1038/ncomms9787,no,,
Agricultural and Biological Sciences,7,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2016,Erin Hotchkiss,F,name,"University of Wyoming, Laramie",USA,article,,no,no,no,,"Hotchkiss, Erin R., Hall, Robert O., Jr., (2014), High rates of daytime respiration in three streams: Use of δ18OO2 and O2 to model diel ecosystem metabolism, Limnology and Oceanography, 59, doi: 10.4319/lo.2014.59.3.0798",10.4319/lo.2014.59.3.0798,no,,
Agricultural and Biological Sciences,8,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2015,Hilary Close,F,name,"Harvard University, Cambridge, MA",USA,article,,no,no,no,,"Close HG, Shah SR, Ingalls AE, Diefendorf AF, Brodie EL, Hansman RL, Freeman KH, Aluwihare LI, Pearson A. Export of submicron particulate organic matter to mesopelagic depth in an oligotrophic gyre. Proc Natl Acad Sci U S A. 2013 Jul 30;110(31):12565-70. doi: 10.1073/pnas.1217514110",10.1073/pnas.1217514110,no,,
Agricultural and Biological Sciences,9,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2014,Daniel J. Madigan,M,name,Stanford University,USA,article,,no,no,no,,"Madigan DJ, Baumann Z, Fisher NS. Pacific bluefin tuna transport Fukushima-derived radionuclides from Japan to California. Proc Natl Acad Sci U S A. 2012 Jun 12;109(24):9483-6. doi: 10.1073/pnas.1204859109",10.1073/pnas.1204859109,no,,
Agricultural and Biological Sciences,10,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2013,Jillian M. Petersen,F,name,"Max Planck Institute for Marine Microbiology, Bremen",Germany,article,,no,no,no,,"Petersen JM, Zielinski FU, Pape T, Seifert R, Moraru C, Amann R, Hourdez S, Girguis PR, Wankel SD, Barbe V, Pelletier E, Fink D, Borowski C, Bach W, Dubilier N. Hydrogen is an energy source for hydrothermal vent symbioses. Nature. 2011 Aug 10;476(7359):176-80. doi: 10.1038/nature10325",10.1038/nature10325,no,,
Agricultural and Biological Sciences,11,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2012,Stuart Jones,M,name,Michigan State University,USA,article,,no,no,no,,"Jones SE, Lennon JT. Dormancy contributes to the maintenance of microbial diversity. Proc Natl Acad Sci U S A. 2010 Mar 30;107(13):5881-6. doi: 10.1073/pnas.0912765107",10.1073/pnas.0912765107,no,,
Agricultural and Biological Sciences,12,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2011,William Durham,M,name,Massachusetts Institute of Technology ,USA,article,,no,no,no,,"Durham WM, Kessler JO, Stocker R. Disruption of vertical motility by shear triggers formation of thin phytoplankton layers. Science. 2009 Feb 20;323(5917):1067-70. doi: 10.1126/science.1167334",10.1126/science.1167334,no,,
Agricultural and Biological Sciences,13,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2010,Roman Stocker,M,name,"Massachusetts Institute of Technology, ",USA,article,,no,no,no,,"Stocker R, Seymour JR, Samadani A, Hunt DE, Polz MF. Rapid chemotactic response enables marine bacteria to exploit ephemeral microscale nutrient patches. Proc Natl Acad Sci U S A. 2008 Mar 18;105(11):4209-14. doi: 10.1073/pnas.0709765105",10.1073/pnas.0709765105,no,,
Agricultural and Biological Sciences,14,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2009,Alexandre Poulain,M,name,Université de Montréal,Canada,article,,no,no,no,,"Poulain AJ, Ní Chadhain SM, Ariya PA, Amyot M, Garcia E, Campbell PG, Zylstra GJ, Barkay T. Potential for mercury reduction by microbes in the high arctic. Appl Environ Microbiol. 2007 Apr;73(7):2230-8. doi: 10.1128/AEM.02701-06",10.1128/AEM.02701-06,no,,
Agricultural and Biological Sciences,15,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2008,Cornelia Wuchter,F,name,Royal Netherlands Institute for Sea Research,Netherlands,article,,no,no,no,,"Wuchter C, Abbas B, Coolen MJ, Herfort L, van Bleijswijk J, Timmers P, Strous M, Teira E, Herndl GJ, Middelburg JJ, Schouten S, Sinninghe Damsté JS. Archaeal nitrification in the ocean. Proc Natl Acad Sci U S A. 2006 Aug 15;103(33):12317-22. doi: 10.1073/pnas.0600756103",10.1073/pnas.0600756103,no,,
Agricultural and Biological Sciences,16,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2007,Kelly M. Dorgan,F,name,University of Maine,USA,article,,no,no,no,https://scholar.google.com/citations?user=EjxgmHIAAAAJ&hl=en,"Dorgan KM, Jumars PA, Johnson B, Boudreau BP, Landis E. Burrowing mechanics: burrow extension by crack propagation. Nature. 2005 Feb 3;433(7025):475. doi: 10.1038/433475a",10.1038/433475a,no,,
Agricultural and Biological Sciences,17,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2006,Leigh McCallister,F,photo,"College of William and Mary, Gloucester Point",USA,article,,no,no,no,https://biology.vcu.edu/directory/mccallister.html,"McCallister, S. Leigh, Bauer, James E., Cherrier, Jennifer E., Ducklow, Hugh W., (2004), Assessing sources and ages of organic matter supporting river and estuarine bacterial production: A multiple-isotope (Δ14C, 㬔C, and δ15N) approach, Limnology and Oceanography, 5, doi: 10.4319/lo.2004.49.5.1687",10.4319/lo.2004.49.5.1687,no,,
Agricultural and Biological Sciences,18,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2005,Kay D. Bidle,M,name,University of California San Diego,USA,article,,no,no,no,,"Bidle KD, Manganelli M, Azam F. Regulation of oceanic silicon and carbon preservation by temperature control on bacteria. Science. 2002 Dec 6;298(5600):1980-4. doi: 10.1126/science.1076076",10.1126/science.1076076,no,,
Agricultural and Biological Sciences,19,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2004,William V. Sobczak,M,name,U.S. Geological Survey,USA,article,,no,no,no,,"Sobczak WV, Cloern JE, Jassby AD, Müller-Solger AB. Bioavailability of organic matter in a highly disturbed estuary: the role of detrital and algal resources. Proc Natl Acad Sci U S A. 2002 Jun 11;99(12):8101-5. doi: 10.1073/pnas.122614399",10.1073/pnas.122614399,no,,
Agricultural and Biological Sciences,20,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2003,Jules M. Blais,M,name,University of Alberta,Canada,article,,no,no,no,,"Blais, Jules M. Schindler, David W. Sharp, Martin Braekevelt, Eric Lafreniěre, Melissa McDonald, Karen Muir, Derek C. G. Strachan, William M. J., (2001), Fluxes of semivolatile organochlorine compounds in Bow Lake, a high-altitude, glacier-fed, subalpine lake in the Canadian Rocky Mountains, Limnology and Oceanography, 8, doi: 10.4319/lo.2001.46.8.2019",10.4319/lo.2001.46.8.2019,no,,
Agricultural and Biological Sciences,21,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2002,David M. Post,M,name,"Cornell University, Ithaca, NY",USA,article,,no,no,no,,"Post DM, Pace ML, Hairston NG Jr. Ecosystem size determines food-chain length in lakes. Nature. 2000 Jun 29;405(6790):1047-9. doi: 10.1038/35016565",10.1038/35016565,no,,
Agricultural and Biological Sciences,22,Raymond L. Lindeman Award,https://www.aslo.org/aslo-awards/raymond-l-lindeman-award/,yes,2001,Jennifer Cherrier,F,name,"University Tallahassee, Florida",USA,article,,no,no,no,,"Cherrier, Jennifer, Bauer, James E., Druffel, Ellen R. M., Coffin, Richard B., Chanton, Jeffrey P., (1999), Radiocarbon in marine bacteria: Evidence for the ages of assimilated carbon, Limnology and Oceanography, 3, doi: 10.4319/lo.1999.44.3.0730",10.4319/lo.1999.44.3.0730,no,,
Arts and Humanities,1,Psychonomic Society Best Article Award,https://www.psychonomic.org/page/BestArticleAward,yes,2022,Felix Henninger ,M,photo,University of Mannheim,Germany,article,Behavior Research Methods,no,no,yes,,"Henninger, F., Shevchenko, Y., Mertens, U.K. et al. lab.js: A free, open, online study builder. Behav Res 54, 556–573 (2022). https://doi.org/10.3758/s13428-019-01283-5",10.3758/s13428-019-01283-5,Yes,Upama Aich,
Arts and Humanities,2,Psychonomic Society Best Article Award,https://www.psychonomic.org/page/2021BestArticleAwards,yes,2021,Roger E. Beaty,M,photo,Pennsylvania State University,USA,article,Behavior Research Methods,no,no,yes,,"Beaty, R.E., Johnson, D.R. Automating creativity assessment with SemDis: An open platform for computing semantic distance. Behav Res 53, 757–780 (2021). https://doi.org/10.3758/s13428-020-01453-w",10.3758/s13428-020-01455-w,Yes,Upama Aich,
Arts and Humanities,3,Psychonomic Society Best Article Award,,yes,2020,Anne S. Hsu,F,photo,Queen Mary University of London,UK,article,Behavior Research Methods,no,no,yes,,"Hsu AS, Martin JB, Sanborn AN, Griffiths TL. Identifying category representations for complex stimuli using discrete Markov chain Monte Carlo with people. Behav Res Methods. 2019 Aug;51(4):1706-1716. doi: 10.3758/s13428-019-01201-9",10.3758/s13428-019-01201-9 ,Yes,Upama Aich,
Arts and Humanities,4,Psychonomic Society Best Article Award,,yes,2019,Simon De Deyne,M,photo,University of Melbourne,Australia,article,Behavior Research Methods,no,no,yes,,"De Deyne S, Navarro DJ, Perfors A, Brysbaert M, Storms G. The ""Small World of Words"" English word association norms for over 12,000 cue words. Behav Res Methods. 2019 Jun;51(3):987-1006. doi: 10.3758/s13428-018-1115-7",10.3758/s13428-018-1115-7 ,Yes,Upama Aich,
Arts and Humanities,5,Psychonomic Society Best Article Award,,yes,2018,Geoff Hollis,M,photo,University of Alberta,Canada,article,Behavior Research Methods,no,no,yes,,"Hollis G, Westbury C. When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms. Behav Res Methods. 2018 Feb;50(1):115-133. doi: 10.3758/s13428-017-1009-0",10.3758/s13428-017-1009-0,Yes,Upama Aich,"website includes wrong doi of the paper, edited and highlighted in the cell"
Arts and Humanities,6,Psychonomic Society Best Article Award,,yes,2017,Caitlin Hilliard,F,photo,"University of Iowa and Delta Center,",USA,article,Behavior Research Methods,no,no,yes,,"Hilliard C, Cook SW. A technique for continuous measurement of body movement from video. Behav Res Methods. 2017 Feb;49(1):1-12. doi: 10.3758/s13428-015-0685-x",10.3758/s13428-015-0685-x,Yes,Upama Aich,
Arts and Humanities,7,Psychonomic Society Best Article Award,,yes,2016,Taylor R. Hayes,M,photo,Ohio State University,USA,article,Behavior Research Methods,no,no,yes,,"Hayes TR, Petrov AA. Mapping and correcting the influence of gaze position on pupil size measurements. Behav Res Methods. 2016 Jun;48(2):510-27. doi: 10.3758/s13428-015-0588-x",10.3758/s13428-015-0588-x,Yes,Upama Aich,
Arts and Humanities,8,Psychonomic Society Best Article Award,,yes,2015,Eric Hodgson,M,photo,Miami University,USA,article,Behavior Research Methods,no,no,yes,,"Hodgson E, Bachmann ER, Vincent D, Zmuda M, Waller D, Calusdian J. WeaVR: a self-contained and wearable immersive virtual environment simulation system. Behav Res Methods. 2015 Mar;47(1):296-307. doi: 10.3758/s13428-014-0463-1",10.3758/s13428-014-0463-1,Yes,Upama Aich,
Arts and Humanities,9,Psychonomic Society Best Article Award,,yes,2014,Clintin P. Davis-Stober,M,photo,University of Missouri,USA,article,Behavior Research Methods,no,no,yes,,"Davis-Stober CP, Dana J. Comparing the accuracy of experimental estimates to guessing: a new perspective on replication and the ""Crisis of Confidence"" in psychology. Behav Res Methods. 2014 Mar;46(1):1-14. doi: 10.3758/s13428-013-0342-1",10.3758/s13428-013-0342-1,Yes,Upama Aich,
Arts and Humanities,10,Psychonomic Society Best Article Award,,yes,2013,Guy E. Hawkins,M,photo,University of Newcastle,Australia,article,Behavior Research Methods,no,no,yes,,"Hawkins GE, Rae B, Nesbitt KV, Brown SD. Gamelike features might not improve data. Behav Res Methods. 2013 Jun;45(2):301-18. doi: 10.3758/s13428-012-0264-3",10.3758/s13428-012-0264-3,Yes,Upama Aich,
Arts and Humanities,1,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2020,Aniket Aga,M,name,"Ashoka University, Sonepat",India,article,,no,no,no,,"Aga, A. (2019). The marketing of corporate agrichemicals in Western India: theorizing graded informality. The Journal of Peasant Studies, 46, 1458 - 1476",10.1080/03066150.2018.1534833,Yes,Upama Aich,
Arts and Humanities,2,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2018,Thomas Paul Henderson,M,name,The National Autonomous University of Mexico,Mexico,article,,no,no,no,,"Henderson, T.P. (2017). State–peasant movement relations and the politics of food sovereignty in Mexico and Ecuador. The Journal of Peasant Studies, 44, 33 - 55",10.1080/03066150.2016.1236024,Yes,Upama Aich,
Arts and Humanities,3,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2018,Ricardo Jacobs,M,name,Johns Hopkins University,USA,article,,no,no,no,,"Jacobs, R. (2018). An urban proletariat with peasant characteristics: land occupations and livestock raising in South Africa. The Journal of Peasant Studies, 45, 884 - 903.",10.1080/03066150.2017.1312354,Yes,Upama Aich,
Arts and Humanities,4,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2016,Julia Chuang,F,name,Brown University,USA,article,,no,no,no,,"Chuang, J. (2015). Urbanization through dispossession: survival and stratification in China's new townships. Journal of Peasant Studies, 42, 275 - 294",10.1080/03066150.2014.990446,Yes,Upama Aich,
Arts and Humanities,5,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2014,Madeleine Fairbairn,F,name,"University of Wisconsin-Madison, Madison, WI",USA,article,,no,no,no,,"Fairbairn, M. (2014). ‘Like gold with yield’: evolving intersections between farmland and finance. Journal of Peasant Studies, 41, 777 - 795",10.1080/03066150.2013.873977,Yes,Upama Aich,
Arts and Humanities,6,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2012,Michael Levien,M,name,"University of California , Berkeley",USA,article,,no,no,no,,"Levien, M. (2012). The land question: special economic zones and the political economy of dispossession in India. The Journal of Peasant Studies, 39, 933 - 969.",10.1080/03066150.2012.656268,Yes,Upama Aich,
Arts and Humanities,7,The Bharadwaj-Wolf Prize,https://doi.org/10.1080/03066150.2021.1932327,yes,2010,S. Ryan Isakson,M,name,"Saint Mary's University , Halifax",Canada,article,,no,no,no,,"Isakson, S.R. (2009). No hay ganancia en la milpa: the agrarian question, food sovereignty, and the on-farm conservation of agrobiodiversity in the Guatemalan highlands. The Journal of Peasant Studies, 36, 725 - 759.",10.1080/03066150903353876,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",1,AJHG Trainee (C.W. Cotterman) Award,https://www.ashg.org/membership/awards/cotterman/,yes,2022,Shawn Fayer,M,name,University of Washington,USA,article,,no,no,no,,"Fayer S, Horton C, Dines JN, Rubin AF, Richardson ME, McGoldrick K, Hernandez F, Pesaran T, Karam R, Shirts BH, Fowler DM, Starita LM. Closing the gap: Systematic integration of multiplexed functional data resolves variants of uncertain significance in BRCA1, TP53, and PTEN. Am J Hum Genet. 2021 Dec 2;108(12):2248-2258. doi: 10.1016/j.ajhg.2021.11.001",10.1016/j.ajhg.2021.11.001,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",2,AJHG Trainee (C.W. Cotterman) Award,https://www.ashg.org/membership/awards/cotterman/,yes,2022,Samuel Smith,M,name,Brown University,USA,article,,no,no,no,,"Smith SP, Shahamatdar S, Cheng W, Zhang S, Paik J, Graff M, Haiman C, Matise TC, North KE, Peters U, Kenny E, Gignoux C, Wojcik G, Crawford L, Ramachandran S. Enrichment analyses identify shared associations for 25 quantitative traits in over 600,000 individuals from seven diverse ancestries. Am J Hum Genet. 2022 May 5;109(5):871-884. doi: 10.1016/j.ajhg.2022.03.005",10.1016/j.ajhg.2022.03.005,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",3,AJHG Trainee (C.W. Cotterman) Award,https://www.ashg.org/membership/awards/cotterman/,yes,2021,Ian Arriaga-MacKenzie,M,name,University of Colorado Denver,USA,article,,no,no,no,,"Arriaga-MacKenzie IS, Matesi G, Chen S, Ronco A, Marker KM, Hall JR, Scherenberg R, Khajeh-Sharafabadi M, Wu Y, Gignoux CR, Null M, Hendricks AE. Summix: A method for detecting and adjusting for population structure in genetic summary data. Am J Hum Genet. 2021 Jul 1;108(7):1270-1282. doi: 10.1016/j.ajhg.2021.05.016",10.1016/j.ajhg.2021.05.016,Yes,Upama Aich,
